ordem,municipio_chave,tipo_entidade,url_amaweb,url_accessmonitor,correspondencia,status_amaweb,nota_amaweb,avaliacao_amaweb,tem_cloudflare_amaweb,status_accessmonitor,nota_accessmonitor,avaliacao_accessmonitor,tem_cloudflare_accessmonitor,diferenca_nota_amaweb_menos_accessmonitor,faixa_amaweb,faixa_accessmonitor,titulo_amaweb,titulo_accessmonitor,accessmonitor_run
"258","santoafonso","Prefeitura/Órgão Municipal","https://www.santoafonso.mt.gov.br/","https://www.santoafonso.mt.gov.br/","URL exata","Concluída","6.6","Sim","Não","Avaliado","","Não","Não","","6-<7","<5","Prefeitura Municipal de Santo Afonso","","19-29-03"
"259","santoafonso","Câmara Municipal","https://santoafonso.mt.leg.br/index.php","https://santoafonso.mt.leg.br/index.php","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-29-03"
"260","santoantoniodoleste","Prefeitura/Órgão Municipal","https://www.santoantoniodoleste.mt.gov.br/","https://www.santoantoniodoleste.mt.gov.br/","URL exata","Concluída","8","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Página Inicial - Prefeitura de Santo Antônio do Leste - MT","","19-29-03"
"261","santoantoniodoleste","Câmara Municipal","https://www.santoantoniodoleste.mt.leg.br/","https://www.santoantoniodoleste.mt.leg.br/","URL exata","Concluída","8.3","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Página Inicial - Câmara Municipal de Santo Antônio do Leste - MT","","19-29-03"
"262","leverger","Prefeitura/Órgão Municipal","https://www.leverger.mt.gov.br/","https://www.leverger.mt.gov.br/","URL exata","Concluída","8.7","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Página Inicial - Prefeitura de Santo Antônio de Leverger - MT","","19-29-03"
"263","camaraleverger","Prefeitura/Órgão Municipal","https://www.camaraleverger.mt.gov.br/","https://www.camaraleverger.mt.gov.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-29-03"
"264","sapezal","Prefeitura/Órgão Municipal","https://www.sapezal.mt.gov.br/","https://www.sapezal.mt.gov.br/","URL exata","Concluída","8.4","Sim","Não","Avaliado","7.9","Sim","Não","0.50","8-<9","7-<8","PREFEITURA DE SAPEZAL / MT","PREFEITURA DE SAPEZAL / MT","19-32-40"
"265","sapezal","Câmara Municipal","https://www.sapezal.mt.leg.br","https://www.sapezal.mt.leg.br","URL exata","Concluída","7.8","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Página Inicial — Câmara Municipal de Sapezal","","19-32-40"
"266","serranovadourada","Prefeitura/Órgão Municipal","https://serranovadourada.mt.gov.br/","https://serranovadourada.mt.gov.br/","URL exata","Concluída","7.9","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Página Inicial - Prefeitura de Serra Nova Dourada - MT","","19-32-40"
"267","serranovadourada","Câmara Municipal","https://www.serranovadourada.mt.leg.br/","https://www.serranovadourada.mt.leg.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.serranovadourada.mt.leg.br used Cloudflare to restrict access | www.serranovadourada.mt.leg.br | Cloudflare","Access denied | www.serranovadourada.mt.leg.br used Cloudflare to restrict access | www.serranovadourada.mt.leg.br | Cloudflare","19-32-40"
"268","sinop","Prefeitura/Órgão Municipal","https://www.sinop.mt.gov.br/","https://www.sinop.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.sinop.mt.gov.br used Cloudflare to restrict access | www.sinop.mt.gov.br | Cloudflare","Access denied | www.sinop.mt.gov.br used Cloudflare to restrict access | www.sinop.mt.gov.br | Cloudflare","19-32-40"
"269","sinop","Câmara Municipal","https://www.sinop.mt.leg.br/","https://www.sinop.mt.leg.br/","URL exata","Concluída","8.7","Sim","Não","Avaliado","7.9","Sim","Não","0.80","8-<9","7-<8","Câmara Municipal de Sinop","Câmara Municipal de Sinop","19-32-40"
"270","","Outro/Consórcio","https://www.consorciovaledotelespires.com.br","https://www.consorciovaledotelespires.com.br","URL exata","Concluída","7.5","Sim","Não","Avaliado","6.2","Sim","Não","1.30","7-<8","6-<7","Consórcio Público de Saúde Vale do Teles Pires","Consórcio Público de Saúde Vale do Teles Pires","19-32-40"
"271","","Prefeitura/Órgão Municipal","https://site.sorriso.mt.gov.br/","https://site.sorriso.mt.gov.br/","URL exata","Concluída","5.9","Sim","Não","Avaliado","","Não","Não","","5-<6","<5","Página inicial","","19-32-40"
"272","sorriso","Câmara Municipal","https://sorriso.mt.leg.br/","https://sorriso.mt.leg.br/","URL exata","Concluída","7.5","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Câmara Municipal de Sorriso - MT","","19-32-40"
"273","saofelixdoaraguaia","Prefeitura/Órgão Municipal","https://saofelixdoaraguaia.mt.gov.br/","https://saofelixdoaraguaia.mt.gov.br/","URL exata","Concluída","6.8","Sim","Não","Avaliado","6","Sim","Não","0.80","6-<7","6-<7","Prefeitura de São Félix do Araguaia/MT | Prefeitura São Félix do Araguaia","Prefeitura de São Félix do Araguaia/MT | Prefeitura São Félix do Araguaia","19-32-40"
"274","camarasaofelixdoaraguaia","Prefeitura/Órgão Municipal","https://camarasaofelixdoaraguaia.mt.gov.br/","https://camarasaofelixdoaraguaia.mt.gov.br/","URL exata","Concluída","8.2","Sim","Não","Avaliado","7.2","Sim","Não","1.00","8-<9","7-<8","Página Inicial - Câmara Municipal de São Félix do Araguaia | Gestão 2025-2026","Página Inicial - Câmara Municipal de São Félix do Araguaia | Gestão 2025-2026","19-32-40"
"275","saojosedopovo","Prefeitura/Órgão Municipal","https://www.saojosedopovo.mt.gov.br/","https://www.saojosedopovo.mt.gov.br/","URL exata","Concluída","8.3","Sim","Não","Avaliado","7.6","Sim","Não","0.70","8-<9","7-<8","Prefeitura de São José do Povo","Prefeitura de São José do Povo","19-32-40"
"276","saojosedopovo","Câmara Municipal","https://www.saojosedopovo.mt.leg.br/","https://www.saojosedopovo.mt.leg.br/","URL exata","Concluída","7.5","Sim","Não","Avaliado","6.6","Sim","Não","0.90","7-<8","6-<7","Página Inicial — Câmara Municipal de São José do Povo","Página Inicial — Câmara Municipal de São José do Povo","19-32-40"
"277","saojosedorioclaro","Prefeitura/Órgão Municipal","https://www.saojosedorioclaro.mt.gov.br/home","https://www.saojosedorioclaro.mt.gov.br/home","URL exata","Concluída","6.5","Sim","Não","Avaliado","","Não","Não","","6-<7","<5","Prefeitura Municipal de São José do Rio Claro","","19-32-40"
"278","saojosedorioclaro","Câmara Municipal","https://saojosedorioclaro.mt.leg.br/","https://saojosedorioclaro.mt.leg.br/","URL exata","Concluída","8.5","Sim","Não","Avaliado","7.3","Sim","Não","1.20","8-<9","7-<8","Câmara Municipal de São José do Rio Claro","Câmara Municipal de São José do Rio Claro","19-32-40"
"279","saojosedoxingu","Prefeitura/Órgão Municipal","https://www.saojosedoxingu.mt.gov.br/","https://www.saojosedoxingu.mt.gov.br/","URL exata","Concluída","7.4","Sim","Não","Avaliado","7","Sim","Não","0.40","7-<8","7-<8","Página Principal - Prefeitura de São José do Xingu","Página Principal - Prefeitura de São José do Xingu","19-32-40"
"280","camarasaojosedoxingu","Prefeitura/Órgão Municipal","https://www.camarasaojosedoxingu.mt.gov.br/","https://www.camarasaojosedoxingu.mt.gov.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-32-40"
"281","","Outro/Consórcio","https://www.nascentesdopantanal.org.br","https://www.nascentesdopantanal.org.br","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.nascentesdopantanal.org.br used Cloudflare to restrict access | www.nascentesdopantanal.org.br | Cloudflare","Access denied | www.nascentesdopantanal.org.br used Cloudflare to restrict access | www.nascentesdopantanal.org.br | Cloudflare","19-32-40"
"282","saojosedosquatromarcos","Prefeitura/Órgão Municipal","https://saojosedosquatromarcos.mt.gov.br/","https://saojosedosquatromarcos.mt.gov.br/","URL exata","Concluída","7.4","Sim","Não","Avaliado","6.2","Sim","Não","1.20","7-<8","6-<7","Prefeitura Municipal de São José dos Quatro Marcos","Prefeitura Municipal de São José dos Quatro Marcos","19-32-40"
"283","saojosedosquatromarcos","Câmara Municipal","https://www.saojosedosquatromarcos.mt.leg.br/","https://www.saojosedosquatromarcos.mt.leg.br/","URL exata","Concluída","8.5","Sim","Não","Avaliado","7.8","Sim","Não","0.70","8-<9","7-<8","Página Inicial - Câmara Municipal de São José do Quatro Marcos - MT","Página Inicial - Câmara Municipal de São José do Quatro Marcos - MT","19-32-40"
"284","saopedrodacipa","Prefeitura/Órgão Municipal","https://www.saopedrodacipa.mt.gov.br/","https://www.saopedrodacipa.mt.gov.br/","URL exata","Concluída","8.5","Sim","Não","Avaliado","8.1","Sim","Não","0.40","8-<9","8-<9","Prefeitura Municipal de São Pedro da Cipa","Prefeitura Municipal de São Pedro da Cipa","19-32-40"
"285","camarasaopedrodacipa","Prefeitura/Órgão Municipal","https://www.camarasaopedrodacipa.mt.gov.br/","https://www.camarasaopedrodacipa.mt.gov.br/","URL exata","Concluída","5.8","Sim","Não","Avaliado","5.1","Sim","Não","0.70","5-<6","5-<6","Câmara Municipal de São Pedro da Cipa","Câmara Municipal de São Pedro da Cipa","19-32-40"
"286","tabapora","Prefeitura/Órgão Municipal","https://www.tabapora.mt.gov.br/home","https://www.tabapora.mt.gov.br/home","URL exata","Concluída","6.4","Sim","Não","Avaliado","5.5","Sim","Não","0.90","6-<7","5-<6","Prefeitura Municipal de Tabaporã","Prefeitura Municipal de Tabaporã","19-32-40"
"287","tabapora","Câmara Municipal","https://tabapora.mt.leg.br/transparencia/undefined/74","https://tabapora.mt.leg.br/transparencia/undefined/74","URL exata","Concluída","8.6","Sim","Não","Avaliado","8.3","Sim","Não","0.30","8-<9","8-<9","Câmara Municipal de Tabaporã","Câmara Municipal de Tabaporã","19-32-40"
"288","","Outro/Consórcio","https://www.cismnorte.com.br/#/home","https://www.cismnorte.com.br/#/home","URL exata","Concluída","6.7","Sim","Não","Avaliado","5.9","Sim","Não","0.80","6-<7","5-<6","Consórcio Intermunicipal de Saúde Da Região Médio Norte Matogrossense","Consórcio Intermunicipal de Saúde Da Região Médio Norte Matogrossense","19-32-40"
"289","tangaradaserra","Prefeitura/Órgão Municipal","https://tangaradaserra.mt.gov.br/","https://tangaradaserra.mt.gov.br/","URL exata","Concluída","8","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Tangará da Serra","","19-32-40"
"290","tangaradaserra","Câmara Municipal","https://www.tangaradaserra.mt.leg.br/","https://www.tangaradaserra.mt.leg.br/","URL exata","Concluída","7.1","Sim","Não","Avaliado","6.2","Sim","Não","0.90","7-<8","6-<7","Página Inicial — Câmara Municipal de Tangará da Serra","Página Inicial — Câmara Municipal de Tangará da Serra","19-32-40"
"291","tapurah","Prefeitura/Órgão Municipal","https://www.tapurah.mt.gov.br/home","https://www.tapurah.mt.gov.br/home","URL exata","Concluída","7.9","Sim","Não","Avaliado","7.2","Sim","Não","0.70","7-<8","7-<8","Prefeitura Municipal de Tapurah","Prefeitura Municipal de Tapurah","19-32-40"
"292","tapurah","Câmara Municipal","https://www.tapurah.mt.leg.br/","https://www.tapurah.mt.leg.br/","URL exata","Concluída","7.5","Sim","Não","Avaliado","7","Sim","Não","0.50","7-<8","7-<8","Página Inicial — Câmara Municipal de Tapurah","Página Inicial — Câmara Municipal de Tapurah","19-32-40"
"293","terranovadonorte","Prefeitura/Órgão Municipal","https://www.terranovadonorte.mt.gov.br/","https://www.terranovadonorte.mt.gov.br/","URL exata","Concluída","8.4","Sim","Não","Avaliado","7.4","Sim","Não","1.00","8-<9","7-<8","Página Inicial - Prefeitura de Terra Nova do Norte - MT","Página Inicial - Prefeitura de Terra Nova do Norte - MT","19-32-40"
"294","terranovadonorte","Câmara Municipal","https://www.terranovadonorte.mt.leg.br/","https://www.terranovadonorte.mt.leg.br/","URL exata","Concluída","7.8","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Página Inicial — Câmara Municipal de Terra Nova do Norte - MT","","19-32-40"
"295","tesouro","Prefeitura/Órgão Municipal","https://www.tesouro.mt.gov.br/","https://www.tesouro.mt.gov.br/","URL exata","Concluída","7.2","Sim","Não","Avaliado","6.2","Sim","Não","1.00","7-<8","6-<7","Página Principal - Prefeitura de Tesouro - MT","Página Principal - Prefeitura de Tesouro - MT","19-32-40"
"296","tesouro","Câmara Municipal","https://tesouro.mt.leg.br/","https://tesouro.mt.leg.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | tesouro.mt.leg.br used Cloudflare to restrict access | tesouro.mt.leg.br | Cloudflare","Access denied | tesouro.mt.leg.br used Cloudflare to restrict access | tesouro.mt.leg.br | Cloudflare","19-32-40"
"297","torixoreu","Prefeitura/Órgão Municipal","https://www.torixoreu.mt.gov.br/","https://www.torixoreu.mt.gov.br/","URL exata","Concluída","7.6","Sim","Não","Avaliado","6.6","Sim","Não","1.00","7-<8","6-<7","Página Principal - Prefeitura de Torixoréu - MT","Página Principal - Prefeitura de Torixoréu - MT","19-32-40"
"298","torixoreu","Câmara Municipal","https://torixoreu.mt.leg.br/","https://torixoreu.mt.leg.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-32-40"
"299","uniaodosul","Prefeitura/Órgão Municipal","https://www.uniaodosul.mt.gov.br/","https://www.uniaodosul.mt.gov.br/","URL exata","Concluída","9","Sim","Não","Avaliado","8.3","Sim","Não","0.70","9-10","8-<9","Página Principal - Prefeitura Municipal - União do Sul - MT","Página Principal - Prefeitura Municipal - União do Sul - MT","19-32-40"
"300","uniaodosul","Câmara Municipal","https://www.uniaodosul.mt.leg.br/","https://www.uniaodosul.mt.leg.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-32-40"
"301","valedesaodomingos","Prefeitura/Órgão Municipal","https://valedesaodomingos.mt.gov.br","https://valedesaodomingos.mt.gov.br","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | valedesaodomingos.mt.gov.br used Cloudflare to restrict access | valedesaodomingos.mt.gov.br | Cloudflare","Access denied | valedesaodomingos.mt.gov.br used Cloudflare to restrict access | valedesaodomingos.mt.gov.br | Cloudflare","19-32-40"
"302","valedesaodomingos","Câmara Municipal","https://valedesaodomingos.mt.leg.br/","https://valedesaodomingos.mt.leg.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | valedesaodomingos.mt.leg.br used Cloudflare to restrict access | valedesaodomingos.mt.leg.br | Cloudflare","Access denied | valedesaodomingos.mt.leg.br used Cloudflare to restrict access | valedesaodomingos.mt.leg.br | Cloudflare","19-32-40"
"303","vera","Prefeitura/Órgão Municipal","https://www.vera.mt.gov.br/","https://www.vera.mt.gov.br/","URL exata","Concluída","7.5","Sim","Não","Avaliado","7","Sim","Não","0.50","7-<8","7-<8","Página Inicial - Prefeitura de Vera - MT","Página Inicial - Prefeitura de Vera - MT","19-32-40"
"304","vera","Câmara Municipal","https://www.vera.mt.leg.br/","https://www.vera.mt.leg.br/","URL exata","Concluída","7.8","Sim","Não","Avaliado","7","Sim","Não","0.80","7-<8","7-<8","Página Inicial — CÂMARA MUNICIPAL DE VERA","Página Inicial — CÂMARA MUNICIPAL DE VERA","19-32-40"
"305","vilabeladasantissimatrindade","Prefeitura/Órgão Municipal","https://www.vilabeladasantissimatrindade.mt.gov.br/","https://www.vilabeladasantissimatrindade.mt.gov.br/","URL exata","Concluída","8.3","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Página Inicial - Prefeitura de Vila Bela da Santíssima Trindade - MT","","19-32-40"
"306","camaravilabela","Prefeitura/Órgão Municipal","https://www.camaravilabela.mt.gov.br/","https://www.camaravilabela.mt.gov.br/","URL exata","Concluída","8.7","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Câmara Municipal Vila Bela da Santíssima Trindade","","19-32-40"
"307","vilarica","Prefeitura/Órgão Municipal","https://www.vilarica.mt.gov.br/","https://www.vilarica.mt.gov.br/","URL exata","Concluída","8.7","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Página Inicial - Prefeitura Municipal de Vila Rica - MT","","19-32-40"
"308","camaravilarica","Prefeitura/Órgão Municipal","https://camaravilarica.mt.gov.br/parlamentar/","https://camaravilarica.mt.gov.br/parlamentar/","URL exata","Concluída","8.6","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Parlamentares – Câmara Municipal de Vila Rica","","19-32-40"
"309","varzeagrande","Prefeitura/Órgão Municipal","https://www.varzeagrande.mt.gov.br/","https://www.varzeagrande.mt.gov.br/","URL exata","Concluída","7.7","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Prefeitura Municipal de Várzea Grande - Página Inicial","","19-32-40"
"310","","Outro/Consórcio","https://camaradevarzeagrande.com.br/","https://camaradevarzeagrande.com.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-32-40"
"311","","Outro/Consórcio","https://www.cismasaude.com.br/","https://www.cismasaude.com.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Não","","9-10","<5","Access denied | www.cismasaude.com.br used Cloudflare to restrict access | www.cismasaude.com.br | Cloudflare","","19-32-40"
"312","aguaboa","Prefeitura/Órgão Municipal","https://www.aguaboa.mt.gov.br/","https://www.aguaboa.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Não","","9-10","<5","Access denied | www.aguaboa.mt.gov.br used Cloudflare to restrict access | www.aguaboa.mt.gov.br | Cloudflare","","19-32-40"
"313","aguaboa","Câmara Municipal","https://aguaboa.mt.leg.br/","https://aguaboa.mt.leg.br/","URL exata","Concluída","7.9","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Câmara Municipal de Água Boa - MT","","19-32-40"
