ordem,url,titulo,nota,status,tentativas,json,pdf,url_chave,host_chave,nota_num,avaliacao_utilizavel,tem_cloudflare,faixa_nota,tipo_entidade,municipio_chave
"273","https://saofelixdoaraguaia.mt.gov.br/","Prefeitura de São Félix do Araguaia/MT | Prefeitura São Félix do Araguaia","6.8","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_saofelixdoaraguaia.mt.gov.br_052.json","saida_mt/2026-09-20/04-27-25/amaweb_saofelixdoaraguaia.mt.gov.br_052.pdf","saofelixdoaraguaia.mt.gov.br","saofelixdoaraguaia.mt.gov.br","6.8","Sim","Não","6-<7","Prefeitura/Órgão Municipal","saofelixdoaraguaia"
"274","https://camarasaofelixdoaraguaia.mt.gov.br/","Página Inicial - Câmara Municipal de São Félix do Araguaia | Gestão 2025-2026","8.2","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_camarasaofelixdoaraguaia.mt.gov.br_274.json","saida_mt/2026-09-20/02-41-56/amaweb_camarasaofelixdoaraguaia.mt.gov.br_274.pdf","camarasaofelixdoaraguaia.mt.gov.br","camarasaofelixdoaraguaia.mt.gov.br","8.2","Sim","Não","8-<9","Prefeitura/Órgão Municipal","camarasaofelixdoaraguaia"
"275","https://www.saojosedopovo.mt.gov.br/","Prefeitura de São José do Povo","8.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedopovo.mt.gov.br_275.json","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedopovo.mt.gov.br_275.pdf","saojosedopovo.mt.gov.br","saojosedopovo.mt.gov.br","8.3","Sim","Não","8-<9","Prefeitura/Órgão Municipal","saojosedopovo"
"276","https://www.saojosedopovo.mt.leg.br/","Página Inicial — Câmara Municipal de São José do Povo","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedopovo.mt.leg.br_276.json","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedopovo.mt.leg.br_276.pdf","saojosedopovo.mt.leg.br","saojosedopovo.mt.leg.br","7.5","Sim","Não","7-<8","Câmara Municipal","saojosedopovo"
"277","https://www.saojosedorioclaro.mt.gov.br/home","Prefeitura Municipal de São José do Rio Claro","6.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedorioclaro.mt.gov.br_277.json","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedorioclaro.mt.gov.br_277.pdf","saojosedorioclaro.mt.gov.br/home","saojosedorioclaro.mt.gov.br","6.5","Sim","Não","6-<7","Prefeitura/Órgão Municipal","saojosedorioclaro"
"278","https://saojosedorioclaro.mt.leg.br/","Câmara Municipal de São José do Rio Claro","8.5","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_saojosedorioclaro.mt.leg.br_075.json","saida_mt/2026-09-20/04-02-24/amaweb_saojosedorioclaro.mt.leg.br_075.pdf","saojosedorioclaro.mt.leg.br","saojosedorioclaro.mt.leg.br","8.5","Sim","Não","8-<9","Câmara Municipal","saojosedorioclaro"
"279","https://www.saojosedoxingu.mt.gov.br/","Página Principal - Prefeitura de São José do Xingu","7.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedoxingu.mt.gov.br_279.json","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedoxingu.mt.gov.br_279.pdf","saojosedoxingu.mt.gov.br","saojosedoxingu.mt.gov.br","7.4","Sim","Não","7-<8","Prefeitura/Órgão Municipal","saojosedoxingu"
"280","https://www.camarasaojosedoxingu.mt.gov.br/","","","Sem resultado AMAWeb","5","","","camarasaojosedoxingu.mt.gov.br","camarasaojosedoxingu.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camarasaojosedoxingu"
"281","https://www.nascentesdopantanal.org.br","Access denied | www.nascentesdopantanal.org.br used Cloudflare to restrict access | www.nascentesdopantanal.org.br | Cloudflare","9.6","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.nascentesdopantanal.org.br_077.json","saida_mt/2026-09-20/04-02-24/amaweb_www.nascentesdopantanal.org.br_077.pdf","nascentesdopantanal.org.br","nascentesdopantanal.org.br","9.6","Não","Sim","9-10","Outro/Consórcio",""
"282","https://saojosedosquatromarcos.mt.gov.br/","Prefeitura Municipal de São José dos Quatro Marcos","7.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_saojosedosquatromarcos.mt.gov.br_282.json","saida_mt/2026-09-20/02-41-56/amaweb_saojosedosquatromarcos.mt.gov.br_282.pdf","saojosedosquatromarcos.mt.gov.br","saojosedosquatromarcos.mt.gov.br","7.4","Sim","Não","7-<8","Prefeitura/Órgão Municipal","saojosedosquatromarcos"
"283","https://www.saojosedosquatromarcos.mt.leg.br/","Página Inicial - Câmara Municipal de São José do Quatro Marcos - MT","8.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedosquatromarcos.mt.leg.br_283.json","saida_mt/2026-09-20/02-41-56/amaweb_www.saojosedosquatromarcos.mt.leg.br_283.pdf","saojosedosquatromarcos.mt.leg.br","saojosedosquatromarcos.mt.leg.br","8.5","Sim","Não","8-<9","Câmara Municipal","saojosedosquatromarcos"
"284","https://www.saopedrodacipa.mt.gov.br/","Prefeitura Municipal de São Pedro da Cipa","8.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.saopedrodacipa.mt.gov.br_284.json","saida_mt/2026-09-20/02-41-56/amaweb_www.saopedrodacipa.mt.gov.br_284.pdf","saopedrodacipa.mt.gov.br","saopedrodacipa.mt.gov.br","8.5","Sim","Não","8-<9","Prefeitura/Órgão Municipal","saopedrodacipa"
"285","https://www.camarasaopedrodacipa.mt.gov.br/","Câmara Municipal de São Pedro da Cipa","5.8","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.camarasaopedrodacipa.mt.gov.br_078.json","saida_mt/2026-09-20/04-02-24/amaweb_www.camarasaopedrodacipa.mt.gov.br_078.pdf","camarasaopedrodacipa.mt.gov.br","camarasaopedrodacipa.mt.gov.br","5.8","Sim","Não","5-<6","Prefeitura/Órgão Municipal","camarasaopedrodacipa"
"286","https://www.tabapora.mt.gov.br/home","Prefeitura Municipal de Tabaporã","6.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.tabapora.mt.gov.br_286.json","saida_mt/2026-09-20/02-41-56/amaweb_www.tabapora.mt.gov.br_286.pdf","tabapora.mt.gov.br/home","tabapora.mt.gov.br","6.4","Sim","Não","6-<7","Prefeitura/Órgão Municipal","tabapora"
"287","https://tabapora.mt.leg.br/transparencia/undefined/74","Câmara Municipal de Tabaporã","8.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_tabapora.mt.leg.br_287.json","saida_mt/2026-09-20/02-41-56/amaweb_tabapora.mt.leg.br_287.pdf","tabapora.mt.leg.br/transparencia/undefined/74","tabapora.mt.leg.br","8.6","Sim","Não","8-<9","Câmara Municipal","tabapora"
"288","https://www.cismnorte.com.br/#/home","Consórcio Intermunicipal de Saúde Da Região Médio Norte Matogrossense","6.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.cismnorte.com.br_288.json","saida_mt/2026-09-20/02-41-56/amaweb_www.cismnorte.com.br_288.pdf","cismnorte.com.br/#/home","cismnorte.com.br","6.7","Sim","Não","6-<7","Outro/Consórcio",""
"289","https://tangaradaserra.mt.gov.br/","Tangará da Serra","8.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_tangaradaserra.mt.gov.br_289.json","saida_mt/2026-09-20/02-41-56/amaweb_tangaradaserra.mt.gov.br_289.pdf","tangaradaserra.mt.gov.br","tangaradaserra.mt.gov.br","8","Sim","Não","8-<9","Prefeitura/Órgão Municipal","tangaradaserra"
"290","https://www.tangaradaserra.mt.leg.br/","Página Inicial — Câmara Municipal de Tangará da Serra","7.1","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_www.tangaradaserra.mt.leg.br_054.json","saida_mt/2026-09-20/04-27-25/amaweb_www.tangaradaserra.mt.leg.br_054.pdf","tangaradaserra.mt.leg.br","tangaradaserra.mt.leg.br","7.1","Sim","Não","7-<8","Câmara Municipal","tangaradaserra"
"291","https://www.tapurah.mt.gov.br/home","Prefeitura Municipal de Tapurah","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.tapurah.mt.gov.br_291.json","saida_mt/2026-09-20/02-41-56/amaweb_www.tapurah.mt.gov.br_291.pdf","tapurah.mt.gov.br/home","tapurah.mt.gov.br","7.9","Sim","Não","7-<8","Prefeitura/Órgão Municipal","tapurah"
"292","https://www.tapurah.mt.leg.br/","Página Inicial — Câmara Municipal de Tapurah","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.tapurah.mt.leg.br_292.json","saida_mt/2026-09-20/02-41-56/amaweb_www.tapurah.mt.leg.br_292.pdf","tapurah.mt.leg.br","tapurah.mt.leg.br","7.5","Sim","Não","7-<8","Câmara Municipal","tapurah"
"293","https://www.terranovadonorte.mt.gov.br/","Página Inicial - Prefeitura de Terra Nova do Norte - MT","8.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.terranovadonorte.mt.gov.br_293.json","saida_mt/2026-09-20/02-41-56/amaweb_www.terranovadonorte.mt.gov.br_293.pdf","terranovadonorte.mt.gov.br","terranovadonorte.mt.gov.br","8.4","Sim","Não","8-<9","Prefeitura/Órgão Municipal","terranovadonorte"
"294","https://www.terranovadonorte.mt.leg.br/","Página Inicial — Câmara Municipal de Terra Nova do Norte - MT","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.terranovadonorte.mt.leg.br_294.json","saida_mt/2026-09-20/02-41-56/amaweb_www.terranovadonorte.mt.leg.br_294.pdf","terranovadonorte.mt.leg.br","terranovadonorte.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","terranovadonorte"
"295","https://www.tesouro.mt.gov.br/","Página Principal - Prefeitura de Tesouro - MT","7.2","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.tesouro.mt.gov.br_080.json","saida_mt/2026-09-20/04-02-24/amaweb_www.tesouro.mt.gov.br_080.pdf","tesouro.mt.gov.br","tesouro.mt.gov.br","7.2","Sim","Não","7-<8","Prefeitura/Órgão Municipal","tesouro"
"296","https://tesouro.mt.leg.br/","Access denied | tesouro.mt.leg.br used Cloudflare to restrict access | tesouro.mt.leg.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_tesouro.mt.leg.br_296.json","saida_mt/2026-09-20/02-41-56/amaweb_tesouro.mt.leg.br_296.pdf","tesouro.mt.leg.br","tesouro.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","tesouro"
"297","https://www.torixoreu.mt.gov.br/","Página Principal - Prefeitura de Torixoréu - MT","7.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.torixoreu.mt.gov.br_297.json","saida_mt/2026-09-20/02-41-56/amaweb_www.torixoreu.mt.gov.br_297.pdf","torixoreu.mt.gov.br","torixoreu.mt.gov.br","7.6","Sim","Não","7-<8","Prefeitura/Órgão Municipal","torixoreu"
"298","https://torixoreu.mt.leg.br/","","","Sem resultado AMAWeb","5","","","torixoreu.mt.leg.br","torixoreu.mt.leg.br","0","Não","Não","<5","Câmara Municipal","torixoreu"
"299","https://www.uniaodosul.mt.gov.br/","Página Principal - Prefeitura Municipal - União do Sul - MT","9.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.uniaodosul.mt.gov.br_299.json","saida_mt/2026-09-20/02-41-56/amaweb_www.uniaodosul.mt.gov.br_299.pdf","uniaodosul.mt.gov.br","uniaodosul.mt.gov.br","9","Sim","Não","9-10","Prefeitura/Órgão Municipal","uniaodosul"
"300","https://www.uniaodosul.mt.leg.br/","","","Sem resultado AMAWeb","5","","","uniaodosul.mt.leg.br","uniaodosul.mt.leg.br","0","Não","Não","<5","Câmara Municipal","uniaodosul"
"301","https://valedesaodomingos.mt.gov.br","Access denied | valedesaodomingos.mt.gov.br used Cloudflare to restrict access | valedesaodomingos.mt.gov.br | Cloudflare","9.6","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_valedesaodomingos.mt.gov.br_057.json","saida_mt/2026-09-20/04-27-25/amaweb_valedesaodomingos.mt.gov.br_057.pdf","valedesaodomingos.mt.gov.br","valedesaodomingos.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","valedesaodomingos"
"302","https://valedesaodomingos.mt.leg.br/","Access denied | valedesaodomingos.mt.leg.br used Cloudflare to restrict access | valedesaodomingos.mt.leg.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_valedesaodomingos.mt.leg.br_302.json","saida_mt/2026-09-20/02-41-56/amaweb_valedesaodomingos.mt.leg.br_302.pdf","valedesaodomingos.mt.leg.br","valedesaodomingos.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","valedesaodomingos"
"303","https://www.vera.mt.gov.br/","Página Inicial - Prefeitura de Vera - MT","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.vera.mt.gov.br_303.json","saida_mt/2026-09-20/02-41-56/amaweb_www.vera.mt.gov.br_303.pdf","vera.mt.gov.br","vera.mt.gov.br","7.5","Sim","Não","7-<8","Prefeitura/Órgão Municipal","vera"
"304","https://www.vera.mt.leg.br/","Página Inicial — CÂMARA MUNICIPAL DE VERA","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.vera.mt.leg.br_304.json","saida_mt/2026-09-20/02-41-56/amaweb_www.vera.mt.leg.br_304.pdf","vera.mt.leg.br","vera.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","vera"
"305","https://www.vilabeladasantissimatrindade.mt.gov.br/","Página Inicial - Prefeitura de Vila Bela da Santíssima Trindade - MT","8.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.vilabeladasantissimatrindade.mt.gov.br_305.json","saida_mt/2026-09-20/02-41-56/amaweb_www.vilabeladasantissimatrindade.mt.gov.br_305.pdf","vilabeladasantissimatrindade.mt.gov.br","vilabeladasantissimatrindade.mt.gov.br","8.3","Sim","Não","8-<9","Prefeitura/Órgão Municipal","vilabeladasantissimatrindade"
"306","https://www.camaravilabela.mt.gov.br/","Câmara Municipal Vila Bela da Santíssima Trindade","8.7","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.camaravilabela.mt.gov.br_084.json","saida_mt/2026-09-20/04-02-24/amaweb_www.camaravilabela.mt.gov.br_084.pdf","camaravilabela.mt.gov.br","camaravilabela.mt.gov.br","8.7","Sim","Não","8-<9","Prefeitura/Órgão Municipal","camaravilabela"
"307","https://www.vilarica.mt.gov.br/","Página Inicial - Prefeitura Municipal de Vila Rica - MT","8.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.vilarica.mt.gov.br_307.json","saida_mt/2026-09-20/02-41-56/amaweb_www.vilarica.mt.gov.br_307.pdf","vilarica.mt.gov.br","vilarica.mt.gov.br","8.7","Sim","Não","8-<9","Prefeitura/Órgão Municipal","vilarica"
"308","https://camaravilarica.mt.gov.br/parlamentar/","Parlamentares – Câmara Municipal de Vila Rica","8.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_camaravilarica.mt.gov.br_308.json","saida_mt/2026-09-20/02-41-56/amaweb_camaravilarica.mt.gov.br_308.pdf","camaravilarica.mt.gov.br/parlamentar","camaravilarica.mt.gov.br","8.6","Sim","Não","8-<9","Prefeitura/Órgão Municipal","camaravilarica"
"309","https://www.varzeagrande.mt.gov.br/","Prefeitura Municipal de Várzea Grande - Página Inicial","7.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.varzeagrande.mt.gov.br_309.json","saida_mt/2026-09-20/02-41-56/amaweb_www.varzeagrande.mt.gov.br_309.pdf","varzeagrande.mt.gov.br","varzeagrande.mt.gov.br","7.7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","varzeagrande"
"310","https://camaradevarzeagrande.com.br/","","","Sem resultado AMAWeb","5","","","camaradevarzeagrande.com.br","camaradevarzeagrande.com.br","0","Não","Não","<5","Outro/Consórcio",""
"311","https://www.cismasaude.com.br/","Access denied | www.cismasaude.com.br used Cloudflare to restrict access | www.cismasaude.com.br | Cloudflare","9.6","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.cismasaude.com.br_086.json","saida_mt/2026-09-20/04-02-24/amaweb_www.cismasaude.com.br_086.pdf","cismasaude.com.br","cismasaude.com.br","9.6","Não","Sim","9-10","Outro/Consórcio",""
"312","https://www.aguaboa.mt.gov.br/","Access denied | www.aguaboa.mt.gov.br used Cloudflare to restrict access | www.aguaboa.mt.gov.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.aguaboa.mt.gov.br_312.json","saida_mt/2026-09-20/02-41-56/amaweb_www.aguaboa.mt.gov.br_312.pdf","aguaboa.mt.gov.br","aguaboa.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","aguaboa"
"313","https://aguaboa.mt.leg.br/","Câmara Municipal de Água Boa - MT","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_aguaboa.mt.leg.br_313.json","saida_mt/2026-09-20/02-41-56/amaweb_aguaboa.mt.leg.br_313.pdf","aguaboa.mt.leg.br","aguaboa.mt.leg.br","7.9","Sim","Não","7-<8","Câmara Municipal","aguaboa"
